HeartRate,Rhythm,PRInterval,QRS,Axis,STSegment,TWave,QTc,PWave,Class
48,VF,0.13,0.16,-99,-1.24,Mild Inverted,432,Enlarged/Biphasic,Critical
60,VF,0.27,0.11,-57,-1.76,Tall,437,Absent/Flutter,Critical
114,AFib,0.29,0.15,-115,-0.22,Mild Inverted,474,Enlarged/Biphasic,Critical
80,Irregular,0.25,0.14,95,-0.48,Tall,494,Normal,Critical
44,Irregular,0.2,0.09,-85,-1.89,Mild Inverted,468,Normal,Critical
46,AFib,0.15,0.09,85,-1.99,Tall,462,Absent/Flutter,Critical
62,VF,0.19,0.1,-8,-1.12,Mild Inverted,343,Absent/Flutter,Critical
107,VF,0.1,0.12,-23,0.77,Tall,375,Absent/Flutter,Critical
62,PACs/PVCs,0.15,0.12,-29,1.62,Mild Inverted,355,Absent/Flutter,Critical
75,Regular,0.18,0.14,-85,1.6,Mild Inverted,470,Absent/Flutter,Critical
124,VF,0.14,0.11,90,-0.21,Biphasic,499,Normal,Critical
126,VF,0.18,0.13,-61,-1.96,Tall,450,Absent/Flutter,Critical
